# gameid,levelid,screen,fingerprint
18238,002,1,v2:0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000b400000000000000000000000000000000000000000000000000000000000000b100000000000000000000000000000000000000000000000000000000000000b30000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
18238,003,0,v2:0b120ba100000000000000000000000000000ba10ba10ba10ba10b84047704780b120000000000000000000000000000000000000000000000000b84048704880b120000000000000000000000000000000000000000000000000b94000000000b12000000000ba00ba00ba00ba00ba0000000000000000000000000000000000b120000050d0b000b010b010b010b02000000000000000000000000000000000b12000000000b950b210b210b210b22000000000ba00ba000000000000000000b12000003140b840ba10ba10ba1050d000000000b000b0200000000000000000b12050d00000b840000000000000000000000000b100b120ba00ba00ba00ba00b12000000000b840000000000000000000000000b200b660b670b670b670b670b12000000000b8400000000000000000000000000000ba100000900013b013d0b120364050d0b940000000000000000000000000000000000000910013f013e0b12000000000000000000000ba00ba0000000000000000000000b000b010b010b12000000000000000000000b000b02000000000000000000000b100b920b110b12000000000000000000000b100b12000000000000000000000b100b110b110b12030003000300030003000b100b12000000000000000000000b100b110b110b12030003000300030003000b100b12000000000000000000000b100b110b11050d050d050d050d050d050d050d050d050d050d050d050d050d050d050d050d0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
18238,004,0,v2:00000000000000000000050c0000000000000000050c0000000000000000000000000000000000000000050c00000000000005a0050c0000000000000000000000000000000000000000050c00000000000005a0050c00000af00af80000000000000000000000000000050c00000000000005a0050c000005a000000000000000000000000000000000050c00000000000005a0050c000005a000000000000000000000000000000000050c00000000000005a0050c000005a000000000000000000000000000000000050c00000000000005a0050c000005a000000000000000000000000000000000050c00000000000005a0050c000005a000000000000000000000000000000000050c00000000000005a0050c000005a000000000000000000000000000000000050c00000000000005a0050c000005a000000000000000000000000000000000050c00000000000005a0050c000005a000000000000000000000000000000000050c000000000b030b04050c000005a00000000000000b100b110b110b1207d607d70b9400000b200b210b210b2200000b200b400b110b950b210b210b9607e607e70ba100000ba10ba100000000000000000b100b110b84047704780b840ae00ae0000000000000000000000000000000000b100b110b84048704880b8400000000000000000000000000000ba0000000000b100b110b84000000000b8400000000000000000000000000000b74000000000b100b110b84000000000b8400000000000000000000000000000b84000000000b200b210b8400000ba00b840ba00ba00ba00ba00ba00ba00ba00b840aff000000000af90b8400000b750b690b010b010b010b010b010b880b760b57000000000ba000000b84000000000b100b110b410b210b580b210b9600000000000000000b7400000b84000000000b100b110b120ba10b840ba10b8400000000000000000b8400000b840ba000000b950b210b2200000b9400000b94000000000ba000000b8400000b560b7700000b940ba10ba100000ba100000ba1000000000b7400000b8400000000000000000000000000000000000000000000000000000b9400000b94000000000af00af0000000000000039d0000039d0000000000000000039d0afd0af90000000000000000000000000000000000000000000000000000000000000000
18238,005,0,v2:00000000000000000000000000000000000000000000000007d607d700000b1000020000000000000000000000000000000000000000000007d807d900000b1000020000000000000000000000000000000000000000000007da07db00000b10000200000000000000000000003f003f003f003f003f003f07dc07dd003f003f000200000000000000000000003f003f003f003f003f003f07de07df003f003f00020000000000000000000000000000000000000000000007e007e10000000000020000000000000000000000000000000000000000000007e207e30000000000020000000000000000000000000000000000000000000007e407e50000000000020000000000000000000000000000000000000000000007e607e70000000000000000000000000000000000000000000000000000000007e807e90000000000000000000000000000000000000000000000000000000007ea07eb0000000000000000000000000000000000000000000000000000003f07ec07ed003f003f00000000000000000000000000000000000000000000003f07ee07ef003f003f00000000000000000000000000000000000000000bbf0bcf07f007f10bbf003f00000000000000000000000000000000000000000bcf003f07e607e70bbf003f00000000000000000000000000000000000000000bdc0bde003f003f0bcf003f0000000000000a0d0b84000000000000000000001071003f003f003f003f003f0000000000000a0d0b840000000000000000000005f4003f003f003f003f003f0000000000000a0d0b84003f003f003f003f003f003f003f003f003f003f003f0000000000000a0d0b84003f003f003f003f003f003f003f003f003f003f003f0000000000000b750b69003f003f003f003f003f003f003f003f003f003f003f00000000000000000b10003f003f003f003f003f003f003f003f003f003f012e00000000000000000b10003f003f003f003f003f003f003f003f003f003f012e00000000000000000b10003f003f003f003f003f003f003f003f003f003f012e00000000000000000b10003f003f003f003f003f003f003f003f003f003f012e00000000046704680b10003f003f003f003f003f003f003f003f003f003f012e011e011e011e011e011e011e011e011e011e011e011e011e003f003f003f003f
18238,006,0,v2:167016710000000000000000000200020002000200000000000000000000000016721673000000000000000000020002000200020000000000000000000000001674167500000000000000000002000200020000000000000000000000000000000000000000000000000000000200020002000000000000003f003f003f003f00000000160300000000000000020002000200000000000000000000000000000000000016021603000000000002000200020000000000000000000000000000000000000000160216030000000200020002000000000000000000000000003f000000000000161516021603000200020002000000000000000000000000003f0000000000001615161516021603000200020000000000000000000000000000000000000000161516151612161300020002000000000000003f003f003f003f00000000000016151612161300020002000200000000000000000000000000000000000000001641161300000002000200020000000000000000000016da16da0000000016121643000000000002000200020000000000000000000016da16da0000000000001654000000000000000000000000000000000000000016da16da0000000000001654000000000000000000000000000000000000003f16da16da0000000016c21654000000000000000000000000000000000000003f16da16da0000003f003f003f003f003f0100010001000100010001000100010016da16da0000003f003f003f003f003f003f003f003f003f003f003f003f003f16da16da0000000000001654003f003f003f003f003f003f003f003f003f003f16da16da000000000000165416c3003f003f000000000000000000000000003f16da16da0000000000001654003f003f003f000000000000000000000000003f16da16da0000000000001654003f003f002a002a002a0000000000000000003f16da16da0000000000001655003f003f002a002a002a0000000000000000003f16da16da000000001693165416a116a0002a002a002a16a2162416250000003f16da16da1628162816281684003f003f002a002a002a1628162916181618161816da16da1638163816381654003f003f002a002a002a16381639003f003f003f16da16da16381638003f003f003f003f002a002a002a003f003f003f003f003f16da16da
18238,006,1,v2:0000000000000000038603860386000200021600160301000100010016da16da0000000000000000038600000386000216b2160116021603003f003f16da16da0000000000000000038603860386160016c41615161516021603003f16da16da003f003f003f003f003f00000000161016401615161516121613000016da16da0000000000000000000000000000000016420000161216130000000016da16da0000000000000000000000000000000000000000000000000000000016ea16ea003f003f003f003f003f003f003f1600003f003f003f003f003f003f16da16da003f003f003f003f003f003f003f1610003f003f003f003f003f003f003f003f00000000000000000000000000000000000016730000003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f003f16a216a0003f003f003f003f003f003f003f003f003f003f003f003f1626003f162b162b003f003f003f003f003f003f003f1600003f003f16181618161816d916da16da003f003f003f003f003f003f003f1610003f1603003f003f003f16d916da16da003f003f003f003f003f003f003f003f003f16021603003f003f16d916da16da003f003f003f003f003f003f003f003f003f16121613003f003f16d916da16da003f003f003f003f003f003f003f003f003f1613003f003f003f16d916da16da003f003f003f003f003f002a002a002a002a002a002a002a002a16d9002a002a16da16da16da16da16da002a002a002a002a002a002a002a002a16d9002a002a16da16da16da16da16da002a002a002a002a002a002a002a002a16d9002a002a16da16da16da16da16da002a002a002a002a002a002a002a002a16d9002a002a16da16da16da16da16da002a002a002a002a002a002a002a002a002a002a002a16da16da16da16da16da002a002a002a002a002a002a002a002a002a002a002a16da16da16da16da16da002a002a002a002a002a002a002a002a002a002a002a16da16da16da16da16da002a002a002a002a002a002a002a002a002a002a002a16da16da16da16da16da16da16da16da16da16da16da16da16da00230023002316da16da16da16da16da16da16da16da16da16da16da16da16da00230023002316da16da16da16da16da16da16da16da16da16da16da16da16da002300230023
18238,006,2,v2:16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da16ea16ea16ea16ea16ec16da16da16da16da16da16da16da16da16da16da16da16da16da16da16d916da16da16da16da16da16da16da16da16da16da16da16da003f003f003f16e916ea16ea16ea16ea16ea16ea16ea16ea16ea16ec16da16da003f003f003f013b013d013d013d013d013d013d013d013d013d013d16da16da16a116a2003f013f013e013e013e013e013e013e013e013e013e013e16da16da162b162b162b162b162b162b162b162b162b162b162b162b162b16bc16da16da16da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da05760576057616da16da16da16da16da16da16da16da16da16da16da16da16da057605760576057605760576057605760576057605760576057605760576057605760576057600230023002300230023057605760576057605760576057605760576057605760023002300230023002305760576057605760576057616261624057605761624002300230023002300230576057605760576057616181618162716281628162900230023002300230023057605760576057605760576057616371638163816390023002300230023002305760576057605760576057605761637163816381639
18238,006,3,v2:16da16da16da16da16da16540002000200020002000200020002000216db057616da16da16da16da16da16540002000200020002000200020002000216db057616da16da16da16da16da16540002000200020002000200020002000216db057616da16da16da16da16da165416da16da16da16da16da16da16da16da16db057616da16da16da16da16da165416da16da16da16da16da16da16da16da16db057616da16da16da16da16da165416da16da16da16da16da16da16da16da16db057616da16da16da16da16da165416da16da16da16da16da16da16da16da16db057616da16da16da16da16da165416da16da16da16da16da16da16da16da16db057616da16da16da16da16da165416da16da16da16da16da16da16da16da16db057616da16da16da16da16da165416da16da16da16da16da16da16da16da16db057616da16da16da16da16da165416da16da16da16da16da16da003f003f003f003f0576057605760576057616540576057601300130057605760576057616db05760576057605760576057616540576057601300130057605760576057616db05760576057605760576057616540576057601300130057605760576057616db05760576057605760576057616540576057601300130057605760576003f003f003f057605760576057605760576057605760130013005760576057605760576057605760576057605760576057605760576013001300576057605760576057605760576057605760576057616550576057601300130057605760576057605760576057605760576057605761654057605760130013005760576057605760576057605760576057605760576165405760576057605760576057605760576057605760576057605760576057616540576057605760576057605760576057616eb0576057605760576057605761654057605760576057605760576057605760576057605760576057605760576165505760576057605760576057605760576057601321626162405760576057616540576057605760576057605760576057605760132057605761628162816281684162816281628162816281628057605761618013205761637163816381638165416381638163816381638163805760576057601320576163716381638163816541638163816381638163816380576057605760132
18238,007,0,empty
18238,007,1,empty
18238,008,0,v2:191100000000000000001912000000000000000200020002000000000000000019110000000000000000191200000000002b002b002b002b002b002b002b000019110000000000000000191200000000002b002b002b002b002b002b002b000019110000000000000000191200000000002b002b002b002b002b002b002b000019110000000000000000191200000000002b002b002b002b002b002b002b000019110000000000000000191200000000002b002b002b002b002b002b002b000019110000000000000000191200000000002b002b002b002b002b002b002b000000000000000000000000191200000000002b002b002b002b002b002b002b000000000000000000000000191200000000002b002b002b002b002b002b002b0000000000000000000000001912000000000000000000000000000000000000000000000000000000000000191200000000000000000000000000000000000000000000000000000000000019120000000000000000000000000000000000000000000000000000000000001912003f003f003f003f003f003f003f003f003f003f000000000000000000001912003f003f003f003f003f003f003f003f003f003f000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019201922000000000000000000000000000000000000000000000000003f003f003f003f003f003f003f003f003f003f003f003f0000000000000000000000000000000000000000000000000000000019da000000000000000000000000000000000000000000000000000000000000190301b500000000000019720000000000000000000000000000000000000000191319da19da19da00000000000000000000000019120000000000000000000019b31901190119010000000000000000000000001912000000000000000000001910191119111911
18238,008,1,v2:0000000004a604a60000000000000000000000000000000000000023002300230000000004a604a60000000000000000000000000000000000000023002300230000000004a604a60000000000000000000000000000000000000023002300230000000004a604a60000000000000000000000000000000000000023002300230000000004a604a60000000000000000000000000000000000000023002300230000000004a604a60000000000000000000000000000000000000000000000000000000004a604a60000000000000000000000000000000000000000000000000000000004a604a60000000000000000000000000000000000000000000000000000000004a604a60000000000000000000000000000000000000000000000000000000004a604a60000000000000000000000000000000000000000000000000000000004a604a60000000000000000000000000000000000000000000000000000000004a604a6000000000000000000000000000000000000000000000000003f003f04a604a6003f003f003f003f003f003f003f003f003f003f003f003f003f003f04a604a6003f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019da19da0000000000000000000000000000000000000000000000000000000019011901002300230023002300230023000000000000000001130113011301131911191119111911191119110023002300000000000000000113011301130113
18238,008,2,v2:00231912002300230023002300230023000000000000000000000000000000000023191200230023002b002b002b002a002a002a0000000000000000000000000023191200230023002b002b002b002a002a002a0000000000000000000000000023191200230023002b002b002b002a002a002a0000000000000000000000000023191200230023002b002b002b0023000000000000000000000000000000000000191200000000002b002b002b0000000000000000000000000000000000000000191200000000002b002b002b0000000000000000000000000000000000000000191200000000002b002b002b0000000000000000000000000000000000000000191200000000002b002b002b000000000000000000000000000000000000000019120000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003f00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001130113011301130113011301130113011301130113000000000000000000000113011301130113011301130113011301130113011300000000000000000000
18238,008,3,v2:0000000000000000000000000000000000001910191119111911191119111911000000000000000000000000000000000000191019111911191119111911191100000000000000000000000000000000000019101911191119111911191119110000000000000000000000000000000000001910191119111911191119111911000000000000000000000000000000000000199219211963191119111911191100000000000000000000000000000000000019130000191019111911191119110000000000000000000000000000000000001913000219101911191119111911000000000000000000000000000000000000191300021910191119111911191100000000000000000000000000000000000019cf000019201921196319111911000000000000000000000000000000000000000000000000000019101911191100000000000000000000000000000000000000000000000000001910191119110000000000000000000000000000000000000000000000000000191019111962000000000000000000000000000000000000000000000000003f191019111912000000000000000000000000000000000000000000000000000019101911191200000000000000000000000000000000000000000000000000001910196219a000000000000000000000000000000000000000000000000000001992192219ea0000000000000000000000000000000000000002000000000000191319ea00000000000000000000000000000000000000000002000000000000191300000000000000000000000000000000000000000000000000000000000019130000000000000000000000000000000019ba00820082008200000000000019cf0000000000000000000000000000000019bb00820082008200000000000019ea000000000000000019da19da19da19da191300820082008200000000000000000000000000000000000019011901190119a3008200820082000000000000000000000000000000000000191119111911191200820082008200000000000000000000000000000000000019111911191119120082008200820000000000000000000000000000000000001911191119111912008200820082000000000021002100210021003f003f003f003f003f003f1912008200820082003f003f0021002100210021
18238,008,4,v2:19111911003f003f003f003f003f003f003f003f003f003f00210021002100211911191100000000000000000000000000000000000000000021002100210021191119110000000000000000000000000000000000000000002100210021002119111911000000000000000000000000000000000000000000210021002100211911191100000000000000000000000000000000000000000021002100210021191119110000000000000000000000000000000000000000000000000000000019111911000000000000000000000000000000000000000000000000000000001911191100000000000000000000000000000000000000000000000000000000191119110000000000000000000000000000000000000000000000000000000019111911000000000000000000000000000000000000000000000000000000001911191100000000000000000000000000000000000000000000000000000000192119b81921192119630000000000000000000000000000000000000000000019ea1923003f003f19200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001905190619f719f71904190519b6000000000000000000000000000000000000000000000000000000000000191300000000000000000000000000000000000000000000000000000000000019130000000000000000000000000000000000000000000000000000000000001913000000000000000000000000000000000000000000000000000000000000192300000000000000000000000000000000000000000000000000000000000019ea0000000000000000000000000000000000000000000019da00000000000003500000000000000000000000000000000000000000000019030000000000000350000000000000000000000000000000000000000000001913000000000000035000000000000000000000000000000000000000000000191300000000000003500000000019dd00000000000000000000000000000000191300000000000019da00000000000000000000000000000000000000210021191300210021002119030021000000000000000000000000000000000021002119130021002100211913002100000000000000000000000000000000
18238,008,5,v2:00210021191205e605e605e605e605e605e605e605e605e605e605e605e605e600210021191205e605e605e605e605e605e605e605e605e605e605e605e605e600210021191205e605e605e605e605e605e605e605e605e605e605e605e605e600210021191205e605e605e605e605e605e605e605e605e605e605e605e605e600210021191205e605e605e605e605e605e605e605e605e605e605e605e605e600000000191205e605e605e605e605e605e605e605e605e605e605e605e605e600000000191205e605e605e605e605e605e605e605e605e605e605e605e605e600000000191205e605e605e605e605e605e605e605e605e605e605e605e605e600000000191205e605e605e605e605e605e605e605e605e605e605e605e605e600000000191205e605e605e605e605e605e605e605e605e605e605e605e605e600000000191205e605e605e605e605e605e605e605e605e605e605e605e605e600000000191205e605e605e605e605e605e605e605e605e605e605e605e605e600000000192205e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600001904190605e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e600000000000005e605e605e605e605e605e605e605e605e605e605e605e605e619020000000005e605e605e605e605e605e605e605e605e605e605e605e605e619120000000005e605e605e605e605e605e605e605e605e605e605e605e605e619120000000005e605e605e605e605e605e605e605e605e605e605e605e605e6
18238,008,6,v2:05e605e605e605e6012e012e012e012e012e012e012e012e191305e605e605e605e605e605e605e6012e012e012e012e012e012e012e012e191305e605e605e605e605e605e605e6012e012e012e012e012e002b002b002b003f003f003f003f05e605e605e605e6012e012e012e012e012e002b002b002b1913002b05e605e605e605e605e605e6012e012e012e012e012e002b002b002b1913002b05e605e605e605e605e605e6012e012e012e012e012e002b002b002b1913002b0000000005e605e605e605e605e605e605e605e605e6002b002b002b1913002b0000000005e605e605e605e605e605e605e605e605e6002b002b002b1913002b0000000005e605e605e605e605e605e605e605e605e6002b002b002b1913002b0000000005e605e605e605e605e605e605e605e605e6002b002b002b1913002b0000000005e605e605e605e605e605e605e605e605e605e605e605e6191300000000000005e605e605e605e605e605e605e605e605e605e605e605e6191300000000000005e605e605e605e605e605e605e605e605e605e605e605e6191300000000000005e605e605e605e605e605e605e605e605e605e605e605e6000000000000000005e605e605e605e605e605e605e605e605e605e605e605e6003f003f003f003f05e605e605e605e605e605e605e605e605e605e605e605e6000000000000000005e605e605e605e605e605e605e605e605e6000200020002000000000000000005e605e605e605e605e605e605e605e605e6000200020002000000000000000005e605e605e605e605e605e605e605e605e605e605e605e6000000000000000005e605e605e605e605e605e605e605e605e605e605e605e60000000000000000003f003f003f003f003f003f003f1902003f003f05e605e60000000000000000003f003f003f003f003f003f19101912003f003f05e605e6000000000000000005e605e605e605e605e605e61910191205e605e605e605e6000000000000000005e605e605e605e605e605e61910191205e605e605e605e6000000000000000005e605e605e605e605e605e61910191205e605e605e605e6000000000000000005e605e6003f0132013201320132013201320132003f003f003f003f003f003f05e605e6003f0132013201320132013201320132003f003f003f003f003f007c
18238,008,7,v2:05e605e605e6013201320132013201320132000200020002000200020002000205e605e605e60132013201320132013201320002000200020002000200020002003f003f003f003f01320132013201320132000200020002000200020002000205e605e605e6013201320132013201320132000200020002000200020002000205e605e605e601320132013201320132013200020002000200020002000200020000000000000000000000000000000000000002000200020002000200020002000000000000000000000000000000000000000200020002000200020002000200000000000000000000000000000000000000020002000200020002000200020000000000000000002b002b002b002b002b00020002000200020002000200020000000000000000002b002b002b002b002b00020002000200020002000200020000000000000000002b002b002b002b002b00020002000200020002000200020000000000000000002b002b002b002b002b00020002000200020002000200020000000000000000002b002b002b002b002b00020002000200020002000200020000000000000000002b002b002b002b002b0002000200020002000200020002003f003f003f003f002b002b002b002b002b002b002b002b000005e605e605e6000000000000000000820082008200820082008200000000000005e605e605e6000000000000000000820082008200820082008200000000000005e605e605e600000000000000000082008200820082008219da00000000000005e605e605e6000000000000000000000000000000000000190300000000000005e605e605e60000000000000000000019da19da19da0000191308760000000005e605e605e6000000000000000000000000199100000000191301b50000000005e605e605e6000000000000000000000000000000000000192419060000000005e605e605e6000000001903000000000000000000000000000000000000000005e605e605e600000000191319da19da19da19da19da19da19da19da19da19da19da19da19da0000000019a21901190119011901190119011901190119011901190119011901007a007b19101911191119111911191119111911191119111911191119111911007d000019101911191119111911191119111911191119111911191119111911
